tail_id	a	b	c	alpha	beta
127	3	7	4	9	10
128	3	7	5	10	12
129	3	7	6	10	12
130	3	7	8	10	12
131	3	7	9	10	12
132	3	7	10	8	12
133	3	7	11	10	12
134	3	7	12	2	11
135	3	8	2	6	10
136	3	8	4	2	12
137	3	8	5	6	12
138	3	8	6	2	12
139	3	8	7	2	12
140	3	8	9	2	12
141	3	8	10	2	12
142	3	8	11	2	12
143	3	8	12	2	11
144	3	9	2	6	10
145	3	9	4	6	8
146	3	9	5	8	10
147	3	9	6	8	10
148	3	9	7	8	10
149	3	9	8	6	10
150	3	9	10	8	12
151	3	9	11	2	10
152	3	9	12	5	10
153	3	10	2	5	8
154	3	10	4	2	12
155	3	10	5	9	12
156	3	10	6	2	12
157	3	10	7	2	12
158	3	10	8	2	12
159	3	10	9	2	12
160	3	10	11	2	12
161	3	10	12	2	11
162	3	11	2	5	8
163	3	11	4	5	8
164	3	11	5	2	10
165	3	11	6	5	8
166	3	11	7	5	8
167	3	11	8	6	10
168	3	11	9	5	8
169	3	11	10	5	8
170	3	11	12	5	8
171	3	12	2	5	8
172	3	12	4	5	8
173	3	12	5	2	10
174	3	12	6	5	8
175	3	12	7	5	8
176	3	12	8	10	11
177	3	12	9	5	8
178	3	12	10	5	8
179	3	12	11	5	8
180	4	2	3	8	11
181	4	2	5	6	11
182	4	2	6	7	8
183	4	2	7	8	11
184	4	2	8	9	11
185	4	2	9	8	11
186	4	2	10	8	11
187	4	2	11	3	12
188	4	2	12	8	11
189	4	3	2	8	11
190	4	3	5	2	12
191	4	3	6	2	12
192	4	3	7	2	12
193	4	3	8	2	12
194	4	3	9	2	12
195	4	3	10	5	7
196	4	3	11	2	12
197	4	3	12	2	11
198	4	5	2	6	11
199	4	5	3	6	11
200	4	5	6	7	11
201	4	5	7	6	9
202	4	5	8	6	11
203	4	5	9	6	11
204	4	5	10	6	11
205	4	5	11	2	12
206	4	5	12	6	11
207	4	6	2	3	8
208	4	6	3	2	12
209	4	6	5	2	12
210	4	6	7	2	12
211	4	6	8	5	10
212	4	6	9	2	12
213	4	6	10	2	11
214	4	6	11	2	12
215	4	6	12	2	9
216	4	7	2	3	10
217	4	7	3	6	12
218	4	7	5	2	12
219	4	7	6	8	11
220	4	7	8	2	12
221	4	7	9	2	12
222	4	7	10	2	12
223	4	7	11	2	12
224	4	7	12	2	9
225	4	8	2	9	11
226	4	8	3	6	7
227	4	8	5	6	7
228	4	8	6	2	9
229	4	8	7	2	9
230	4	8	9	6	7
231	4	8	10	2	11
232	4	8	11	5	6
233	4	8	12	2	9
234	4	9	2	3	12
235	4	9	3	2	11
236	4	9	5	6	8
237	4	9	6	8	11
238	4	9	7	2	11
239	4	9	8	3	11
240	4	9	10	2	12
241	4	9	11	2	12
242	4	9	12	2	11
243	4	10	2	3	12
244	4	10	3	2	11
245	4	10	5	6	11
246	4	10	6	8	11
247	4	10	7	2	11
248	4	10	8	2	11
249	4	10	9	2	11
250	4	10	11	2	9
251	4	10	12	2	11
252	4	11	2	3	10
253	4	11	3	5	12
254	4	11	5	2	12
255	4	11	6	2	12
256	4	11	7	2	12
257	4	11	8	2	12
258	4	11	9	2	12
259	4	11	10	2	12
260	4	11	12	2	10
261	4	12	2	8	11
262	4	12	3	5	8
263	4	12	5	2	11
264	4	12	6	10	11
265	4	12	7	2	11
266	4	12	8	2	11
267	4	12	9	2	11
268	4	12	10	2	11
269	4	12	11	2	9
270	5	2	3	7	8
271	5	2	4	6	10
272	5	2	6	7	10
273	5	2	7	6	10
274	5	2	8	6	10
275	5	2	9	6	10
276	5	2	10	7	8
277	5	2	11	7	9
278	5	2	12	7	10
279	5	3	2	4	9
280	5	3	4	2	12
281	5	3	6	8	9
282	5	3	7	8	9
283	5	3	8	7	9
284	5	3	9	7	8
285	5	3	10	8	9
286	5	3	11	8	9
287	5	3	12	8	9
288	5	4	2	8	9
289	5	4	3	2	12
290	5	4	6	8	9
291	5	4	7	9	10
292	5	4	8	6	10
293	5	4	9	8	10
294	5	4	10	8	9
295	5	4	11	7	8
296	5	4	12	6	10
297	5	6	2	7	9
298	5	6	3	2	7
299	5	6	4	2	12
300	5	6	7	2	9
301	5	6	8	7	9
302	5	6	9	2	3
303	5	6	10	2	12
304	5	6	11	4	9
305	5	6	12	2	7
306	5	7	2	10	11
307	5	7	3	2	10
308	5	7	4	2	12
309	5	7	6	2	12
310	5	7	8	10	11
311	5	7	9	2	10
312	5	7	10	2	11
313	5	7	11	3	8
314	5	7	12	2	10
315	5	8	2	7	10
316	5	8	3	6	9
317	5	8	4	6	10
318	5	8	6	2	10
319	5	8	7	6	10
320	5	8	9	6	10
321	5	8	10	4	7
322	5	8	11	7	12
323	5	8	12	6	10
324	5	9	2	4	10
325	5	9	3	2	10
326	5	9	4	2	11
327	5	9	6	3	12
328	5	9	7	2	3
329	5	9	8	2	12
330	5	9	10	2	11
331	5	9	11	2	8
332	5	9	12	2	10
333	5	10	2	3	12
334	5	10	3	2	12
335	5	10	4	6	8
336	5	10	6	8	9
337	5	10	7	2	8
338	5	10	8	4	6
339	5	10	9	6	8
340	5	10	11	7	12
341	5	10	12	4	6
342	5	11	2	4	12
343	5	11	3	4	9
344	5	11	4	8	9
345	5	11	6	4	9
346	5	11	7	4	9
347	5	11	8	4	12
348	5	11	9	2	8
349	5	11	10	4	9
350	5	11	12	2	3
351	5	12	2	6	10
352	5	12	3	6	10
353	5	12	4	6	10
354	5	12	6	9	10
355	5	12	7	6	10
356	5	12	8	6	10
357	5	12	9	6	10
358	5	12	10	4	8
359	5	12	11	7	8
360	6	2	3	4	9
361	6	2	4	10	12
362	6	2	5	10	11
363	6	2	7	3	12
364	6	2	8	4	12
365	6	2	9	3	10
366	6	2	10	5	12
367	6	2	11	4	10
368	6	2	12	10	11
369	6	3	2	8	10
370	6	3	4	2	7
371	6	3	5	9	11
372	6	3	7	2	11
373	6	3	8	2	11
374	6	3	9	4	5
375	6	3	10	2	11
376	6	3	11	2	7
377	6	3	12	2	11
378	6	4	2	3	10
379	6	4	3	7	9
380	6	4	5	8	10
381	6	4	7	3	10
382	6	4	8	5	12
383	6	4	9	3	10
384	6	4	10	3	7
385	6	4	11	9	12
386	6	4	12	2	5
387	6	5	2	11	12
388	6	5	3	2	12
389	6	5	4	2	12
390	6	5	7	2	12
391	6	5	8	2	12
392	6	5	9	7	8
393	6	5	10	2	12
394	6	5	11	8	9
395	6	5	12	9	10
396	6	7	2	3	10
397	6	7	3	2	12
398	6	7	4	3	9
399	6	7	5	3	10
400	6	7	8	4	9
401	6	7	9	3	10
402	6	7	10	2	3
403	6	7	11	3	10
404	6	7	12	4	9
405	6	8	2	3	12
406	6	8	3	2	11
407	6	8	4	9	10
408	6	8	5	2	11
409	6	8	7	2	11
410	6	8	9	3	10
411	6	8	10	2	3
412	6	8	11	7	12
413	6	8	12	4	5
414	6	9	2	3	5
415	6	9	3	2	11
416	6	9	4	7	8
417	6	9	5	2	12
418	6	9	7	4	5
419	6	9	8	7	11
420	6	9	10	4	5
421	6	9	11	4	5
422	6	9	12	5	8
423	6	10	2	3	12
424	6	10	3	8	11
425	6	10	4	3	11
426	6	10	5	7	11
427	6	10	7	3	4
428	6	10	8	3	12
429	6	10	9	3	7
430	6	10	11	4	7
431	6	10	12	2	11
432	6	11	2	3	10
433	6	11	3	2	10
434	6	11	4	2	12
435	6	11	5	8	9
436	6	11	7	8	9
437	6	11	8	3	7
438	6	11	9	5	8
439	6	11	10	3	8
440	6	11	12	3	5
441	6	12	2	10	11
442	6	12	3	4	9
443	6	12	4	10	11
444	6	12	5	2	4
445	6	12	7	4	9
446	6	12	8	2	9
447	6	12	9	2	11
448	6	12	10	2	11
449	6	12	11	2	10
450	7	2	3	5	6
451	7	2	4	5	8
452	7	2	5	8	9
453	7	2	6	10	12
454	7	2	8	3	12
455	7	2	9	8	12
456	7	2	10	8	11
457	7	2	11	5	8
458	7	2	12	6	8
459	7	3	2	4	5
460	7	3	4	5	11
461	7	3	5	4	6
462	7	3	6	5	11
463	7	3	8	2	11
464	7	3	9	4	10
465	7	3	10	6	12
466	7	3	11	4	5
467	7	3	12	6	10
468	7	4	2	3	12
469	7	4	3	8	9
470	7	4	5	10	12
471	7	4	6	11	12
472	7	4	8	2	11
473	7	4	9	3	10
474	7	4	10	3	6
475	7	4	11	9	12
476	7	4	12	6	11
477	7	5	2	8	10
478	7	5	3	2	4
479	7	5	4	9	11
480	7	5	6	2	12
481	7	5	8	4	11
482	7	5	9	8	11
483	7	5	10	8	11
484	7	5	11	4	12
485	7	5	12	9	11
486	7	6	2	10	11
487	7	6	3	9	12
488	7	6	4	9	10
489	7	6	5	3	8
490	7	6	8	4	10
491	7	6	9	5	10
492	7	6	10	8	9
493	7	6	11	3	5
494	7	6	12	3	9
495	7	8	2	3	4
496	7	8	3	2	9
497	7	8	4	11	12
498	7	8	5	3	10
499	7	8	6	9	11
500	7	8	9	2	10
501	7	8	10	6	11
502	7	8	11	6	12
503	7	8	12	2	3
504	7	9	2	3	5
505	7	9	3	4	11
506	7	9	4	5	11
507	7	9	5	8	10
508	7	9	6	4	11
509	7	9	8	5	11
510	7	9	10	3	6
511	7	9	11	8	10
512	7	9	12	3	10
513	7	10	2	6	11
514	7	10	3	8	9
515	7	10	4	3	6
516	7	10	5	3	11
517	7	10	6	9	11
518	7	10	8	5	11
519	7	10	9	5	11
520	7	10	11	5	6
521	7	10	12	6	11
522	7	11	2	3	12
523	7	11	3	6	12
524	7	11	4	5	10
525	7	11	5	3	12
526	7	11	6	2	8
527	7	11	8	10	12
528	7	11	9	3	10
529	7	11	10	3	5
530	7	11	12	3	5
531	7	12	2	5	11
532	7	12	3	8	9
533	7	12	4	3	6
534	7	12	5	8	10
535	7	12	6	8	10
536	7	12	8	2	5
537	7	12	9	2	10
538	7	12	10	2	8
539	7	12	11	2	10
540	8	2	3	4	12
541	8	2	4	3	6
542	8	2	5	3	7
543	8	2	6	3	4
544	8	2	7	3	10
545	8	2	9	3	6
546	8	2	10	5	6
547	8	2	11	9	10
548	8	2	12	3	5
549	8	3	2	11	12
550	8	3	4	2	7
551	8	3	5	6	10
552	8	3	6	10	12
553	8	3	7	4	9
554	8	3	9	4	10
555	8	3	10	2	9
556	8	3	11	2	4
557	8	3	12	2	5
558	8	4	2	5	9
559	8	4	3	2	7
560	8	4	5	2	12
561	8	4	6	2	11
562	8	4	7	10	12
563	8	4	9	5	11
564	8	4	10	6	7
565	8	4	11	5	7
566	8	4	12	6	7
567	8	5	2	4	11
568	8	5	3	4	7
569	8	5	4	7	9
570	8	5	6	9	11
571	8	5	7	4	11
572	8	5	9	2	12
573	8	5	10	6	11
574	8	5	11	2	12
575	8	5	12	2	11
576	8	6	2	5	9
577	8	6	3	9	11
578	8	6	4	5	12
579	8	6	5	9	11
580	8	6	7	3	9
581	8	6	9	3	11
582	8	6	10	11	12
583	8	6	11	9	10
584	8	6	12	7	9
585	8	7	2	3	12
586	8	7	3	2	11
587	8	7	4	5	10
588	8	7	5	4	10
589	8	7	6	4	11
590	8	7	9	11	12
591	8	7	10	4	5
592	8	7	11	9	12
593	8	7	12	6	11
594	8	9	2	6	12
595	8	9	3	11	12
596	8	9	4	2	12
597	8	9	5	11	12
598	8	9	6	10	12
599	8	9	7	2	12
600	8	9	10	11	12
601	8	9	11	7	10
602	8	9	12	3	6
603	8	10	2	3	6
604	8	10	3	6	7
605	8	10	4	9	11
606	8	10	5	11	12
607	8	10	6	3	11
608	8	10	7	3	4
609	8	10	9	6	7
610	8	10	11	3	4
611	8	10	12	2	6
612	8	11	2	5	12
613	8	11	3	2	10
614	8	11	4	9	10
615	8	11	5	10	12
616	8	11	6	9	10
617	8	11	7	6	9
618	8	11	9	6	7
619	8	11	10	2	5
620	8	11	12	4	7
621	8	12	2	3	11
622	8	12	3	2	7
623	8	12	4	5	9
624	8	12	5	2	11
625	8	12	6	2	5
626	8	12	7	2	11
627	8	12	9	5	10
628	8	12	10	6	9
629	8	12	11	5	9
630	9	2	3	10	11
631	9	2	4	7	10
632	9	2	5	11	12
633	9	2	6	5	12
634	9	2	7	4	5
635	9	2	8	5	10
636	9	2	10	5	11
637	9	2	11	10	12
638	9	2	12	4	7
639	9	3	2	6	10
640	9	3	4	2	12
641	9	3	5	2	12
642	9	3	6	8	12
643	9	3	7	10	12
644	9	3	8	11	12
645	9	3	10	5	12
646	9	3	11	2	8
647	9	3	12	10	11
648	9	4	2	5	12
649	9	4	3	5	7
650	9	4	5	8	10
651	9	4	6	2	10
652	9	4	7	5	6
653	9	4	8	11	12
654	9	4	10	2	12
655	9	4	11	2	7
656	9	4	12	6	7
657	9	5	2	10	11
658	9	5	3	7	12
659	9	5	4	8	10
660	9	5	6	2	7
661	9	5	7	6	8
662	9	5	8	3	6
663	9	5	10	3	7
664	9	5	11	7	10
665	9	5	12	6	7
666	9	6	2	5	12
667	9	6	3	2	12
668	9	6	4	5	7
669	9	6	5	3	4
670	9	6	7	5	8
671	9	6	8	3	7
672	9	6	10	2	11
673	9	6	11	2	10
674	9	6	12	2	5
675	9	7	2	10	11
676	9	7	3	5	6
677	9	7	4	5	12
678	9	7	5	8	10
679	9	7	6	3	4
680	9	7	8	5	12
681	9	7	10	5	8
682	9	7	11	2	5
683	9	7	12	3	8
684	9	8	2	4	11
685	9	8	3	4	10
686	9	8	4	7	11
687	9	8	5	10	12
688	9	8	6	3	5
689	9	8	7	3	12
690	9	8	10	5	7
691	9	8	11	3	4
692	9	8	12	4	10
693	9	10	2	8	11
694	9	10	3	4	5
695	9	10	4	2	12
696	9	10	5	2	3
697	9	10	6	2	3
698	9	10	7	2	4
699	9	10	8	5	7
700	9	10	11	3	7
701	9	10	12	2	7
702	9	11	2	8	10
703	9	11	3	5	7
704	9	11	4	7	10
705	9	11	5	7	8
706	9	11	6	4	10
707	9	11	7	5	12
708	9	11	8	5	7
709	9	11	10	2	5
710	9	11	12	8	10
711	9	12	2	7	10
712	9	12	3	4	5
713	9	12	4	7	10
714	9	12	5	6	10
715	9	12	6	3	4
716	9	12	7	3	5
717	9	12	8	4	7
718	9	12	10	4	11
719	9	12	11	6	8
720	10	2	3	11	12
721	10	2	4	9	12
722	10	2	5	3	12
723	10	2	6	3	8
724	10	2	7	8	11
725	10	2	8	5	12
726	10	2	9	7	11
727	10	2	11	5	7
728	10	2	12	6	7
729	10	3	2	11	12
730	10	3	4	2	12
731	10	3	5	2	12
732	10	3	6	2	12
733	10	3	7	5	6
734	10	3	8	11	12
735	10	3	9	2	12
736	10	3	11	2	12
737	10	3	12	2	4
738	10	4	2	7	9
739	10	4	3	5	9
740	10	4	5	6	9
741	10	4	6	5	11
742	10	4	7	8	9
743	10	4	8	5	9
744	10	4	9	6	11
745	10	4	11	6	7
746	10	4	12	6	11
747	10	5	2	7	8
748	10	5	3	6	12
749	10	5	4	6	7
750	10	5	6	7	11
751	10	5	7	6	9
752	10	5	8	4	12
753	10	5	9	2	12
754	10	5	11	6	7
755	10	5	12	4	8
756	10	6	2	9	12
757	10	6	3	5	8
758	10	6	4	2	11
759	10	6	5	4	9
760	10	6	7	8	9
761	10	6	8	2	9
762	10	6	9	2	11
763	10	6	11	7	9
764	10	6	12	3	5
765	10	7	2	9	11
766	10	7	3	4	5
767	10	7	4	9	11
768	10	7	5	6	8
769	10	7	6	11	12
770	10	7	8	3	4
771	10	7	9	3	12
772	10	7	11	8	12
773	10	7	12	6	11
774	10	8	2	11	12
775	10	8	3	4	6
776	10	8	4	9	11
777	10	8	5	9	12
778	10	8	6	7	11
779	10	8	7	5	9
780	10	8	9	7	11
781	10	8	11	5	6
782	10	8	12	5	9
783	10	9	2	11	12
784	10	9	3	5	6
785	10	9	4	5	11
786	10	9	5	6	7
787	10	9	6	7	12
788	10	9	7	5	6
789	10	9	8	3	6
790	10	9	11	3	7
791	10	9	12	2	8
792	10	11	2	6	8
793	10	11	3	2	5
794	10	11	4	5	12
795	10	11	5	4	7
796	10	11	6	3	4
797	10	11	7	2	4
798	10	11	8	5	6
799	10	11	9	2	6
800	10	11	12	3	6
801	10	12	2	7	9
802	10	12	3	5	6
803	10	12	4	2	11
804	10	12	5	2	7
805	10	12	6	3	5
806	10	12	7	3	5
807	10	12	8	3	5
808	10	12	9	3	4
809	10	12	11	5	9
810	11	2	3	10	12
811	11	2	4	3	12
812	11	2	5	9	10
813	11	2	6	10	12
814	11	2	7	10	12
815	11	2	8	10	12
816	11	2	9	10	12
817	11	2	10	8	12
818	11	2	12	8	9
819	11	3	2	10	12
820	11	3	4	2	12
821	11	3	5	2	8
822	11	3	6	2	7
823	11	3	7	4	9
824	11	3	8	4	7
825	11	3	9	6	7
826	11	3	10	5	7
827	11	3	12	5	6
828	11	4	2	8	9
829	11	4	3	5	6
830	11	4	5	8	9
831	11	4	6	9	12
832	11	4	7	8	12
833	11	4	8	3	7
834	11	4	9	7	12
835	11	4	10	7	9
836	11	4	12	3	9
837	11	5	2	10	12
838	11	5	3	7	9
839	11	5	4	7	9
840	11	5	6	8	9
841	11	5	7	2	9
842	11	5	8	4	12
843	11	5	9	8	10
844	11	5	10	7	8
845	11	5	12	3	6
846	11	6	2	10	12
847	11	6	3	4	9
848	11	6	4	2	12
849	11	6	5	4	10
850	11	6	7	8	12
851	11	6	8	3	7
852	11	6	9	2	3
853	11	6	10	4	9
854	11	6	12	4	8
855	11	7	2	10	12
856	11	7	3	4	8
857	11	7	4	2	6
858	11	7	5	6	9
859	11	7	6	4	12
860	11	7	8	4	10
861	11	7	9	2	4
862	11	7	10	2	9
863	11	7	12	2	3
864	11	8	2	10	12
865	11	8	3	4	5
866	11	8	4	6	7
867	11	8	5	2	7
868	11	8	6	7	9
869	11	8	7	2	4
870	11	8	9	2	5
871	11	8	10	5	12
872	11	8	12	2	5
873	11	9	2	10	12
874	11	9	3	6	7
875	11	9	4	8	12
876	11	9	5	7	10
877	11	9	6	2	8
878	11	9	7	4	6
879	11	9	8	6	7
880	11	9	10	4	7
881	11	9	12	7	8
882	11	10	2	9	12
883	11	10	3	4	8
884	11	10	4	5	7
885	11	10	5	7	12
886	11	10	6	4	9
887	11	10	7	2	3
888	11	10	8	4	7
889	11	10	9	7	12
890	11	10	12	2	8
891	11	12	2	9	10
892	11	12	3	4	8
893	11	12	4	3	7
894	11	12	5	6	7
895	11	12	6	2	8
896	11	12	7	3	8
897	11	12	8	3	10
898	11	12	9	2	6
899	11	12	10	3	8
900	12	2	3	10	11
901	12	2	4	3	11
902	12	2	5	9	10
903	12	2	6	10	11
904	12	2	7	10	11
905	12	2	8	10	11
906	12	2	9	10	11
907	12	2	10	9	11
908	12	2	11	9	10
909	12	3	2	10	11
910	12	3	4	2	11
911	12	3	5	2	8
912	12	3	6	2	7
913	12	3	7	4	8
914	12	3	8	6	9
915	12	3	9	4	8
916	12	3	10	4	6
917	12	3	11	4	8
918	12	4	2	8	9
919	12	4	3	5	6
920	12	4	5	6	7
921	12	4	6	5	8
922	12	4	7	5	9
923	12	4	8	3	7
924	12	4	9	6	8
925	12	4	10	2	11
926	12	4	11	6	9
927	12	5	2	10	11
928	12	5	3	6	8
929	12	5	4	6	7
930	12	5	6	8	9
931	12	5	7	10	11
932	12	5	8	3	10
933	12	5	9	4	10
934	12	5	10	4	6
935	12	5	11	3	4
936	12	6	2	10	11
937	12	6	3	4	8
938	12	6	4	3	8
939	12	6	5	3	8
940	12	6	7	4	11
941	12	6	8	2	9
942	12	6	9	3	10
943	12	6	10	2	4
944	12	6	11	3	8
945	12	7	2	10	11
946	12	7	3	4	5
947	12	7	4	3	11
948	12	7	5	4	8
949	12	7	6	8	9
950	12	7	8	3	10
951	12	7	9	3	8
952	12	7	10	5	8
953	12	7	11	3	5
954	12	8	2	10	11
955	12	8	3	4	5
956	12	8	4	7	10
957	12	8	5	3	9
958	12	8	6	9	11
959	12	8	7	3	10
960	12	8	9	4	7
961	12	8	10	2	6
962	12	8	11	2	10
963	12	9	2	10	11
964	12	9	3	4	7
965	12	9	4	3	10
966	12	9	5	6	7
967	12	9	6	4	10
968	12	9	7	2	10
969	12	9	8	2	6
970	12	9	10	2	5
971	12	9	11	4	10
972	12	10	2	9	11
973	12	10	3	5	7
974	12	10	4	5	6
975	12	10	5	2	3
976	12	10	6	4	9
977	12	10	7	8	9
978	12	10	8	6	7
979	12	10	9	3	8
980	12	10	11	3	6
981	12	11	2	9	10
982	12	11	3	6	7
983	12	11	4	8	9
984	12	11	5	2	10
985	12	11	6	5	8
986	12	11	7	3	6
987	12	11	8	3	5
988	12	11	9	3	6
989	12	11	10	2	8
